"SAQ CODE (IPC)/CODE SAQ (CIP)";"SUPPLIER NO/NO FOURNISSEUR";"OUTLET NO/NO SUCCURSALE";"CLIENT TYPE/TYPE CLIENT";"AD NO/NO DA";"YEAR/ANNÉE";"PERIOD/PÉRIODE";"WEEK/SEMAINE";"QTY OF BOTTLES/QTÉ BOUTEILLE";"AMOUNT/MONTANT"
"12501136";1757623;"23025";"01";0;2025;10;1;5;186.7
"12501136";1757623;"23025";"02";0;2025;10;1;8;298
"12501136";1757623;"23026";"02";0;2025;10;1;18;670.5
"12501136";1757623;"23028";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23029";"01";0;2025;10;1;2;74.68
"12501136";1757623;"23029";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23030";"02";0;2025;10;1;15;558.75
"12501136";1757623;"23032";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23033";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23035";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23036";"02";0;2025;10;1;8;298
"12501136";1757623;"23037";"01";0;2025;10;1;37;1381.58
"12501136";1757623;"23037";"02";0;2025;10;1;23;856.75
"12501136";1757623;"23040";"01";0;2025;10;1;9;336.06
"12501136";1757623;"23040";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23041";"02";0;2025;10;1;4;149
"12501136";1757623;"23042";"01";0;2025;10;1;2;74.68
"12501136";1757623;"23042";"02";0;2025;10;1;4;149
"12501136";1757623;"23043";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23044";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23045";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23048";"02";0;2025;10;1;24;894
"12501136";1757623;"23050";"01";0;2025;10;1;17;634.78
"12501136";1757623;"23050";"02";0;2025;10;1;24;894
"12501136";1757623;"23051";"01";0;2025;10;1;7;261.38
"12501136";1757623;"23051";"02";0;2025;10;1;12;447
"12501136";1757623;"23052";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23053";"01";0;2025;10;1;8;298.72
"12501136";1757623;"23053";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23054";"01";0;2025;10;1;2;74.68
"12501136";1757623;"23054";"02";0;2025;10;1;1;37.25
"12501136";1757623;"23055";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23056";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23057";"01";0;2025;10;1;4;149.36
"12501136";1757623;"23057";"02";0;2025;10;1;26;968.5
"12501136";1757623;"23060";"01";0;2025;10;1;5;186.7
"12501136";1757623;"23060";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23061";"02";0;2025;10;1;12;447
"12501136";1757623;"23062";"01";0;2025;10;1;3;112.02
"12501136";1757623;"23062";"02";0;2025;10;1;14;521.5
"12501136";1757623;"23063";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23065";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23066";"02";0;2025;10;1;16;596
"12501136";1757623;"23067";"01";0;2025;10;1;2;74.68
"12501136";1757623;"23067";"02";0;2025;10;1;15;558.75
"12501136";1757623;"23068";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23069";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23070";"01";0;2025;10;1;31;1157.55
"12501136";1757623;"23070";"02";0;2025;10;1;22;819.5
"12501136";1757623;"23071";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23073";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23075";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23076";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23079";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23080";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23082";"01";0;2025;10;1;10;373.4
"12501136";1757623;"23082";"02";0;2025;10;1;12;447
"12501136";1757623;"23084";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23085";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23086";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23087";"02";0;2025;10;1;4;149
"12501136";1757623;"23088";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23090";"01";0;2025;10;1;18;672.13
"12501136";1757623;"23090";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23091";"02";0;2025;10;1;15;558.75
"12501136";1757623;"23094";"01";0;2025;10;1;1;37.34
"12501136";1757623;"23094";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23095";"01";0;2025;10;1;6;224.04
"12501136";1757623;"23095";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23096";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23097";"02";0;2025;10;1;17;633.25
"12501136";1757623;"23098";"01";0;2025;10;1;10;373.4
"12501136";1757623;"23098";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23099";"02";0;2025;10;1;25;931.25
"12501136";1757623;"23100";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23101";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23102";"01";0;2025;10;1;21;784.14
"12501136";1757623;"23102";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23104";"01";0;2025;10;1;3;112.02
"12501136";1757623;"23104";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23105";"01";0;2025;10;1;1;37.34
"12501136";1757623;"23105";"02";0;2025;10;1;28;1043
"12501136";1757623;"23106";"01";0;2025;10;1;8;298.72
"12501136";1757623;"23106";"02";0;2025;10;1;23;856.75
"12501136";1757623;"23107";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23108";"02";0;2025;10;1;12;447
"12501136";1757623;"23109";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23110";"01";0;2025;10;1;8;298.72
"12501136";1757623;"23112";"02";0;2025;10;1;8;298
"12501136";1757623;"23114";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23115";"02";0;2025;10;1;17;633.25
"12501136";1757623;"23118";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23119";"02";0;2025;10;1;18;670.5
"12501136";1757623;"23120";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23120";"20";0;2025;10;1;8;294.93
"12501136";1757623;"23121";"02";0;2025;10;1;4;149
"12501136";1757623;"23122";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23123";"01";0;2025;10;1;9;336.06
"12501136";1757623;"23123";"02";0;2025;10;1;4;149
"12501136";1757623;"23124";"02";0;2025;10;1;8;298
"12501136";1757623;"23125";"01";0;2025;10;1;7;261.38
"12501136";1757623;"23125";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23126";"02";0;2025;10;1;1;37.25
"12501136";1757623;"23128";"01";0;2025;10;1;1;37.34
"12501136";1757623;"23128";"02";0;2025;10;1;1;37.25
"12501136";1757623;"23129";"01";0;2025;10;1;16;597.44
"12501136";1757623;"23129";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23130";"01";0;2025;10;1;10;373.4
"12501136";1757623;"23130";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23131";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23132";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23133";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23134";"02";0;2025;10;1;4;149.6
"12501136";1757623;"23136";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23136";"99";0;2025;10;1;2;74.5
"12501136";1757623;"23137";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23138";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23140";"01";0;2025;10;1;3;112.02
"12501136";1757623;"23140";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23141";"01";0;2025;10;1;2;74.68
"12501136";1757623;"23141";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23142";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23144";"01";0;2025;10;1;9;336.06
"12501136";1757623;"23144";"02";0;2025;10;1;18;670.5
"12501136";1757623;"23145";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23146";"02";0;2025;10;1;12;447
"12501136";1757623;"23148";"01";0;2025;10;1;26;970.84
"12501136";1757623;"23148";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23148";"20";0;2025;10;1;16;589.86
"12501136";1757623;"23149";"01";0;2025;10;1;6;224.04
"12501136";1757623;"23149";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23149";"20";0;2025;10;1;8;294.93
"12501136";1757623;"23150";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23151";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23152";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23153";"01";0;2025;10;1;14;522.77
"12501136";1757623;"23153";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23155";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23156";"02";0;2025;10;1;19;707.75
"12501136";1757623;"23158";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23159";"02";0;2025;10;1;1;37.25
"12501136";1757623;"23160";"02";0;2025;10;1;8;298
"12501136";1757623;"23162";"02";0;2025;10;1;14;521.5
"12501136";1757623;"23163";"02";0;2025;10;1;12;447
"12501136";1757623;"23165";"01";0;2025;10;1;13;485.42
"12501136";1757623;"23165";"02";0;2025;10;1;14;521.5
"12501136";1757623;"23166";"01";0;2025;10;1;24;896.17
"12501136";1757623;"23166";"02";0;2025;10;1;12;447
"12501136";1757623;"23167";"02";0;2025;10;1;14;521.5
"12501136";1757623;"23168";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23169";"02";0;2025;10;1;1;37.25
"12501136";1757623;"23170";"02";0;2025;10;1;4;149
"12501136";1757623;"23171";"01";0;2025;10;1;7;261.38
"12501136";1757623;"23171";"02";0;2025;10;1;22;819.5
"12501136";1757623;"23173";"02";0;2025;10;1;15;558.75
"12501136";1757623;"23176";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23177";"02";0;2025;10;1;4;149
"12501136";1757623;"23180";"02";0;2025;10;1;8;298
"12501136";1757623;"23181";"02";0;2025;10;1;8;298
"12501136";1757623;"23182";"02";0;2025;10;1;4;149
"12501136";1757623;"23183";"01";0;2025;10;1;10;373.4
"12501136";1757623;"23183";"02";0;2025;10;1;24;894
"12501136";1757623;"23183";"20";0;2025;10;1;40;1474.67
"12501136";1757623;"23184";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23185";"01";0;2025;10;1;2;74.68
"12501136";1757623;"23185";"02";0;2025;10;1;33;1229.25
"12501136";1757623;"23187";"01";0;2025;10;1;12;448.08
"12501136";1757623;"23187";"02";0;2025;10;1;27;1005.75
"12501136";1757623;"23187";"20";0;2025;10;1;8;294.93
"12501136";1757623;"23188";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23189";"01";0;2025;10;1;1;37.34
"12501136";1757623;"23189";"02";0;2025;10;1;8;298
"12501136";1757623;"23189";"20";0;2025;10;1;16;589.87
"12501136";1757623;"23189";"99";0;2025;10;1;1;37.25
"12501136";1757623;"23190";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23191";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23192";"01";0;2025;10;1;46;1717.66
"12501136";1757623;"23192";"02";0;2025;10;1;27;1005.75
"12501136";1757623;"23192";"20";0;2025;10;1;8;294.93
"12501136";1757623;"23193";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23194";"01";0;2025;10;1;12;448.08
"12501136";1757623;"23194";"02";0;2025;10;1;4;149
"12501136";1757623;"23195";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23196";"02";0;2025;10;1;4;149
"12501136";1757623;"23197";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23199";"02";0;2025;10;1;22;819.5
"12501136";1757623;"23200";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23202";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23203";"01";0;2025;10;1;6;224.04
"12501136";1757623;"23203";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23204";"01";0;2025;10;1;1;37.34
"12501136";1757623;"23204";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23205";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23207";"02";0;2025;10;1;12;447
"12501136";1757623;"23208";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23209";"01";0;2025;10;1;4;149.36
"12501136";1757623;"23209";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23210";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23212";"02";0;2025;10;1;4;149
"12501136";1757623;"23213";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23214";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23215";"02";0;2025;10;1;8;298
"12501136";1757623;"23216";"02";0;2025;10;1;12;447
"12501136";1757623;"23217";"02";0;2025;10;1;4;149
"12501136";1757623;"23218";"01";0;2025;10;1;34;1269.56
"12501136";1757623;"23218";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23219";"01";0;2025;10;1;9;336.06
"12501136";1757623;"23219";"02";0;2025;10;1;8;298
"12501136";1757623;"23220";"02";0;2025;10;1;8;298
"12501136";1757623;"23221";"02";0;2025;10;1;4;149
"12501136";1757623;"23222";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23224";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23226";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23227";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23229";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23230";"02";0;2025;10;1;12;447
"12501136";1757623;"23231";"02";0;2025;10;1;14;521.5
"12501136";1757623;"23234";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23235";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23237";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23243";"02";0;2025;10;1;16;596
"12501136";1757623;"23244";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23246";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23247";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23250";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23291";"02";0;2025;10;1;8;298
"12501136";1757623;"23292";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23301";"02";0;2025;10;1;15;558.75
"12501136";1757623;"23303";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23304";"02";0;2025;10;1;1;37.25
"12501136";1757623;"23308";"02";0;2025;10;1;11;409.75
"12501136";1757623;"23311";"02";0;2025;10;1;14;521.5
"12501136";1757623;"23312";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23313";"02";0;2025;10;1;7;260.75
"12501136";1757623;"23314";"02";0;2025;10;1;9;335.25
"12501136";1757623;"23317";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23324";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23325";"02";0;2025;10;1;4;149
"12501136";1757623;"23326";"02";0;2025;10;1;77;2868.25
"12501136";1757623;"23327";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23331";"02";0;2025;10;1;4;149
"12501136";1757623;"23334";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23335";"02";0;2025;10;1;12;447
"12501136";1757623;"23336";"02";0;2025;10;1;4;149
"12501136";1757623;"23337";"02";0;2025;10;1;4;149
"12501136";1757623;"23343";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23344";"01";0;2025;10;1;4;149.36
"12501136";1757623;"23344";"02";0;2025;10;1;6;223.5
"12501136";1757623;"23345";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23347";"01";0;2025;10;1;7;261.38
"12501136";1757623;"23347";"02";0;2025;10;1;4;149
"12501136";1757623;"23348";"02";0;2025;10;1;4;149
"12501136";1757623;"23349";"02";0;2025;10;1;14;521.5
"12501136";1757623;"23355";"01";0;2025;10;1;2;74.68
"12501136";1757623;"23355";"02";0;2025;10;1;3;111.75
"12501136";1757623;"23356";"01";0;2025;10;1;1;37.34
"12501136";1757623;"23356";"02";0;2025;10;1;1;37.25
"12501136";1757623;"23357";"02";0;2025;10;1;1;37.25
"12501136";1757623;"23358";"01";0;2025;10;1;1;37.34
"12501136";1757623;"23358";"02";0;2025;10;1;4;149
"12501136";1757623;"23359";"02";0;2025;10;1;14;521.5
"12501136";1757623;"23359";"20";0;2025;10;1;16;589.86
"12501136";1757623;"23361";"01";0;2025;10;1;26;970.84
"12501136";1757623;"23361";"02";0;2025;10;1;19;707.75
"12501136";1757623;"23362";"02";0;2025;10;1;5;186.25
"12501136";1757623;"23363";"02";0;2025;10;1;4;149
"12501136";1757623;"23365";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23366";"02";0;2025;10;1;15;558.75
"12501136";1757623;"23367";"02";0;2025;10;1;4;149
"12501136";1757623;"23368";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23371";"01";0;2025;10;1;4;149.36
"12501136";1757623;"23371";"02";0;2025;10;1;13;484.25
"12501136";1757623;"23379";"02";0;2025;10;1;2;74.5
"12501136";1757623;"23380";"01";0;2025;10;1;4;149.36
"12501136";1757623;"23380";"02";0;2025;10;1;10;372.5
"12501136";1757623;"23385";"01";0;2025;10;1;43;1605.62
"12501136";1757623;"23390";"01";0;2025;10;1;82;3061.89
"12501136";1757623;"23451";"02";0;2025;10;1;23;856.75
"12501136";1757623;"33501";"02";0;2025;10;1;13;484.25
"12501136";1757623;"33503";"01";0;2025;10;1;4;149.36
"12501136";1757623;"33503";"02";0;2025;10;1;5;186.25
"12501136";1757623;"33504";"02";0;2025;10;1;4;149
"12501136";1757623;"33505";"01";0;2025;10;1;49;1829.68
"12501136";1757623;"33505";"02";0;2025;10;1;27;1005.75
"12501136";1757623;"33506";"02";0;2025;10;1;10;372.5
"12501136";1757623;"33507";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33508";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33509";"01";0;2025;10;1;1;37.34
"12501136";1757623;"33509";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33510";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33511";"01";0;2025;10;1;76;2837.86
"12501136";1757623;"33511";"02";0;2025;10;1;11;409.75
"12501136";1757623;"33512";"01";0;2025;10;1;7;261.38
"12501136";1757623;"33512";"02";0;2025;10;1;16;596
"12501136";1757623;"33512";"20";0;2025;10;1;8;294.93
"12501136";1757623;"33513";"02";0;2025;10;1;11;409.75
"12501136";1757623;"33514";"02";0;2025;10;1;2;74.5
"12501136";1757623;"33515";"02";0;2025;10;1;10;372.5
"12501136";1757623;"33518";"01";0;2025;10;1;32;1194.88
"12501136";1757623;"33518";"02";0;2025;10;1;7;260.75
"12501136";1757623;"33519";"01";0;2025;10;1;4;149.36
"12501136";1757623;"33519";"02";0;2025;10;1;8;298
"12501136";1757623;"33520";"02";0;2025;10;1;15;558.75
"12501136";1757623;"33521";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33524";"02";0;2025;10;1;15;558.75
"12501136";1757623;"33527";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33530";"02";0;2025;10;1;13;484.25
"12501136";1757623;"33531";"02";0;2025;10;1;5;186.25
"12501136";1757623;"33533";"02";0;2025;10;1;4;149
"12501136";1757623;"33534";"01";0;2025;10;1;7;261.38
"12501136";1757623;"33534";"02";0;2025;10;1;8;298
"12501136";1757623;"33535";"02";0;2025;10;1;11;409.75
"12501136";1757623;"33536";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33537";"02";0;2025;10;1;10;372.5
"12501136";1757623;"33539";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33540";"01";0;2025;10;1;7;261.38
"12501136";1757623;"33540";"02";0;2025;10;1;6;223.5
"12501136";1757623;"33541";"02";0;2025;10;1;4;149
"12501136";1757623;"33542";"02";0;2025;10;1;5;186.25
"12501136";1757623;"33544";"02";0;2025;10;1;7;260.75
"12501136";1757623;"33545";"02";0;2025;10;1;20;745
"12501136";1757623;"33546";"01";0;2025;10;1;18;672.12
"12501136";1757623;"33546";"02";0;2025;10;1;21;782.25
"12501136";1757623;"33547";"01";0;2025;10;1;6;224.04
"12501136";1757623;"33547";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33548";"01";0;2025;10;1;29;1082.87
"12501136";1757623;"33548";"02";0;2025;10;1;21;782.25
"12501136";1757623;"33548";"20";0;2025;10;1;8;294.93
"12501136";1757623;"33549";"01";0;2025;10;1;21;784.15
"12501136";1757623;"33549";"02";0;2025;10;1;8;298
"12501136";1757623;"33550";"01";0;2025;10;1;11;410.74
"12501136";1757623;"33550";"02";0;2025;10;1;6;223.5
"12501136";1757623;"33551";"02";0;2025;10;1;4;149
"12501136";1757623;"33553";"02";0;2025;10;1;25;931.25
"12501136";1757623;"33554";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33555";"02";0;2025;10;1;5;186.25
"12501136";1757623;"33556";"02";0;2025;10;1;4;149
"12501136";1757623;"33557";"02";0;2025;10;1;4;149
"12501136";1757623;"33558";"01";0;2025;10;1;2;74.68
"12501136";1757623;"33558";"02";0;2025;10;1;2;74.5
"12501136";1757623;"33559";"02";0;2025;10;1;5;186.25
"12501136";1757623;"33560";"01";0;2025;10;1;39;1456.26
"12501136";1757623;"33560";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33561";"02";0;2025;10;1;6;223.5
"12501136";1757623;"33562";"01";0;2025;10;1;2;74.68
"12501136";1757623;"33562";"02";0;2025;10;1;12;447
"12501136";1757623;"33563";"01";0;2025;10;1;14;522.76
"12501136";1757623;"33563";"02";0;2025;10;1;3;111.75
"12501136";1757623;"33564";"01";0;2025;10;1;10;373.4
"12501136";1757623;"33564";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33564";"20";0;2025;10;1;16;589.87
"12501136";1757623;"33565";"01";0;2025;10;1;9;336.06
"12501136";1757623;"33565";"02";0;2025;10;1;6;223.5
"12501136";1757623;"33566";"01";0;2025;10;1;2;74.68
"12501136";1757623;"33566";"02";0;2025;10;1;11;409.75
"12501136";1757623;"33567";"02";0;2025;10;1;7;260.75
"12501136";1757623;"33568";"02";0;2025;10;1;2;74.5
"12501136";1757623;"33569";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33569";"20";0;2025;10;1;8;294.93
"12501136";1757623;"33570";"01";0;2025;10;1;11;410.74
"12501136";1757623;"33570";"02";0;2025;10;1;7;260.75
"12501136";1757623;"33571";"01";0;2025;10;1;21;784.15
"12501136";1757623;"33571";"02";0;2025;10;1;6;223.5
"12501136";1757623;"33573";"02";0;2025;10;1;11;409.75
"12501136";1757623;"33574";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33575";"02";0;2025;10;1;4;149
"12501136";1757623;"33576";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33577";"01";0;2025;10;1;8;298.72
"12501136";1757623;"33577";"02";0;2025;10;1;4;149
"12501136";1757623;"33581";"01";0;2025;10;1;4;149.36
"12501136";1757623;"33581";"02";0;2025;10;1;4;149
"12501136";1757623;"33582";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33583";"02";0;2025;10;1;5;186.25
"12501136";1757623;"33584";"02";0;2025;10;1;6;223.5
"12501136";1757623;"33585";"02";0;2025;10;1;19;707.75
"12501136";1757623;"33589";"01";0;2025;10;1;1;37.34
"12501136";1757623;"33590";"02";0;2025;10;1;8;298
"12501136";1757623;"33592";"02";0;2025;10;1;4;149
"12501136";1757623;"33594";"02";0;2025;10;1;5;186.25
"12501136";1757623;"33595";"02";0;2025;10;1;6;223.5
"12501136";1757623;"33596";"02";0;2025;10;1;12;447
"12501136";1757623;"33599";"01";0;2025;10;1;6;224.04
"12501136";1757623;"33599";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33601";"02";0;2025;10;1;5;186.25
"12501136";1757623;"33604";"01";0;2025;10;1;7;261.38
"12501136";1757623;"33604";"02";0;2025;10;1;7;260.75
"12501136";1757623;"33605";"02";0;2025;10;1;11;409.75
"12501136";1757623;"33606";"02";0;2025;10;1;3;111.75
"12501136";1757623;"33609";"01";0;2025;10;1;4;149.36
"12501136";1757623;"33609";"02";0;2025;10;1;13;484.25
"12501136";1757623;"33611";"01";0;2025;10;1;8;298.72
"12501136";1757623;"33611";"02";0;2025;10;1;12;447
"12501136";1757623;"33612";"01";0;2025;10;1;13;485.42
"12501136";1757623;"33612";"02";0;2025;10;1;16;596
"12501136";1757623;"33612";"20";0;2025;10;1;4;147.46
"12501136";1757623;"33613";"02";0;2025;10;1;4;149
"12501136";1757623;"33614";"01";0;2025;10;1;3;112.02
"12501136";1757623;"33614";"02";0;2025;10;1;7;260.75
"12501136";1757623;"33615";"01";0;2025;10;1;11;410.74
"12501136";1757623;"33615";"02";0;2025;10;1;10;372.5
"12501136";1757623;"33616";"02";0;2025;10;1;12;447
"12501136";1757623;"33617";"02";0;2025;10;1;13;484.25
"12501136";1757623;"33618";"02";0;2025;10;1;12;447
"12501136";1757623;"33619";"02";0;2025;10;1;3;111.75
"12501136";1757623;"33620";"01";0;2025;10;1;4;149.36
"12501136";1757623;"33620";"02";0;2025;10;1;3;111.75
"12501136";1757623;"33623";"02";0;2025;10;1;51;1899.75
"12501136";1757623;"33624";"01";0;2025;10;1;10;373.4
"12501136";1757623;"33624";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33629";"01";0;2025;10;1;6;224.04
"12501136";1757623;"33632";"01";0;2025;10;1;8;298.72
"12501136";1757623;"33632";"02";0;2025;10;1;11;409.75
"12501136";1757623;"33633";"02";0;2025;10;1;2;74.5
"12501136";1757623;"33635";"02";0;2025;10;1;9;335.25
"12501136";1757623;"33637";"01";0;2025;10;1;10;373.4
"12501136";1757623;"33637";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33638";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33639";"02";0;2025;10;1;4;149
"12501136";1757623;"33691";"01";0;2025;10;1;21;784.14
"12501136";1757623;"33691";"02";0;2025;10;1;1;37.25
"12501136";1757623;"33692";"02";0;2025;10;1;14;521.5
"12501136";1757623;"33693";"02";0;2025;10;1;2;74.5
"12501136";1757623;"33694";"02";0;2025;10;1;6;223.5
"12501136";1757623;"33695";"02";0;2025;10;1;8;298
"12501136";1757623;"33851";"01";0;2025;10;1;1;37.34
"12501136";1757623;"33851";"02";0;2025;10;1;7;260.75
"12501136";1757623;"33852";"02";0;2025;10;1;2;74.5
"12501136";1757623;"33858";"02";0;2025;10;1;1;37.25
"12501136";1757623;"CDM";"01";0;2025;10;1;598;22329.5
"12501136";1757623;"CDQ";"01";0;2025;10;1;243;9073.67
"12502382";13333924;"23002";"01";0;2025;10;1;1;51.08
"12502382";13333924;"23002";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23026";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23029";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23056";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23063";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23065";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23126";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23177";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23191";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23215";"02";0;2025;10;1;2;102.5
"12502382";13333924;"23217";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23304";"02";0;2025;10;1;2;102.5
"12502382";13333924;"23333";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23356";"02";0;2025;10;1;1;51.25
"12502382";13333924;"23367";"02";0;2025;10;1;1;51.25
"12502382";13333924;"33521";"02";0;2025;10;1;3;153.75
"12502382";13333924;"33546";"02";0;2025;10;1;1;51.25
"12502382";13333924;"33563";"02";0;2025;10;1;1;51.25
